pdbID,Ligand,Method,Resolution,Organism_Name,Organism_TaxID,EMDB_for_EMRelease,Pub_Title,Pub_Authors,Pub_Journal,Pub_Year,Pub_PubMed,Pub_DOI,Coord_File,EM_Map_File
6W1T,BCR,X-RAY DIFFRACTION,2.01,Thermosynechococcus vestitus BP-1,197221,N/A,Untangling the sequence of events during the S2→ S3transition in photosystem II and implications for the water oxidation mechanism.,"Ibrahim, M., Fransson, T., Chatterjee, R., Cheah, M.H., Hussein, R., Lassalle, L., Sutherlin, K.D., Young, I.D., Fuller, F.D., Gul, S., Kim, I.S., Simon, P.S., de Lichtenberg, C., Chernev, P., Bogacz, I., Pham, C.C., Orville, A.M., Saichek, N., Northen, T., Batyuk, A., Carbajo, S., Alonso-Mori, R., Tono, K., Owada, S., Bhowmick, A., Bolotovsky, R., Mendez, D., Moriarty, N.W., Holton, J.M., Dobbek, H., Brewster, A.S., Adams, P.D., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yachandra, V.K., Yano, J.",Proc.Natl.Acad.Sci.USA,2020,N/A,N/A,6W1T.cif,N/A
6W1U,BCR,X-RAY DIFFRACTION,2.09,Thermosynechococcus vestitus BP-1,197221,N/A,Untangling the sequence of events during the S2→ S3transition in photosystem II and implications for the water oxidation mechanism.,"Ibrahim, M., Fransson, T., Chatterjee, R., Cheah, M.H., Hussein, R., Lassalle, L., Sutherlin, K.D., Young, I.D., Fuller, F.D., Gul, S., Kim, I.S., Simon, P.S., de Lichtenberg, C., Chernev, P., Bogacz, I., Pham, C.C., Orville, A.M., Saichek, N., Northen, T., Batyuk, A., Carbajo, S., Alonso-Mori, R., Tono, K., Owada, S., Bhowmick, A., Bolotovsky, R., Mendez, D., Moriarty, N.W., Holton, J.M., Dobbek, H., Brewster, A.S., Adams, P.D., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yachandra, V.K., Yano, J.",Proc.Natl.Acad.Sci.USA,2020,N/A,N/A,6W1U.cif,N/A
6W1V,BCR,X-RAY DIFFRACTION,2.09,Thermosynechococcus vestitus BP-1,197221,N/A,Untangling the sequence of events during the S2→ S3transition in photosystem II and implications for the water oxidation mechanism.,"Ibrahim, M., Fransson, T., Chatterjee, R., Cheah, M.H., Hussein, R., Lassalle, L., Sutherlin, K.D., Young, I.D., Fuller, F.D., Gul, S., Kim, I.S., Simon, P.S., de Lichtenberg, C., Chernev, P., Bogacz, I., Pham, C.C., Orville, A.M., Saichek, N., Northen, T., Batyuk, A., Carbajo, S., Alonso-Mori, R., Tono, K., Owada, S., Bhowmick, A., Bolotovsky, R., Mendez, D., Moriarty, N.W., Holton, J.M., Dobbek, H., Brewster, A.S., Adams, P.D., Sauter, N.K., Bergmann, U., Zouni, A., Messinger, J., Kern, J., Yachandra, V.K., Yano, J.",Proc.Natl.Acad.Sci.USA,2020,N/A,N/A,6W1V.cif,N/A
6WJ6,BCR,ELECTRON MICROSCOPY,2.58,Synechocystis sp. PCC 6803 substr. Kazusa,1111708,EMD-21690,Cryo-EM Structure of Monomeric Photosystem II from Synechocystis sp. PCC 6803 Lacking the Water-Oxidation Complex,"Gisriel, C.J., Zhou, K., Huang, H., Debus, R.J., Xiong, Y., Brudvig, G.W.",Joule,2020,N/A,N/A,6WJ6.cif,emd_21690.map.gz
6YAC,BCR,ELECTRON MICROSCOPY,2.5,Pisum sativum,3888,EMD-10746,The structure of a triple complex of plant photosystem I with ferredoxin and plastocyanin.,"Caspy, I., Borovikova-Sheinker, A., Klaiman, D., Shkolnisky, Y., Nelson, N.",Nat.Plants,2020,N/A,N/A,6YAC.cif,emd_10746.map.gz
6YEZ,BCR,ELECTRON MICROSCOPY,2.7,Pisum sativum,3888,EMD-10798,The structure of a triple complex of plant photosystem I with ferredoxin and plastocyanin.,"Caspy, I., Borovikova-Sheinker, A., Klaiman, D., Shkolnisky, Y., Nelson, N.",Nat.Plants,2020,N/A,N/A,6YEZ.cif,emd_10798.map.gz
6YP7,BCR,ELECTRON MICROSCOPY,3.8,Pisum sativum,3888,EMD-10865,High-Light versus Low-Light: Effects on Paired Photosystem II Supercomplex Structural Rearrangement in Pea Plants.,"Grinzato, A., Albanese, P., Marotta, R., Swuec, P., Saracco, G., Bolognesi, M., Zanotti, G., Pagliano, C.",Int J Mol Sci,2020,N/A,N/A,6YP7.cif,emd_10865.map.gz
6YXR,BCR,ELECTRON MICROSCOPY,3.4,Dunaliella salina,3046,EMD-10995,Structure and energy transfer pathways of the Dunaliella Salina photosystem I supercomplex.,"Caspy, I., Malavath, T., Klaiman, D., Fadeeva, M., Shkolnisky, Y., Nelson, N.",Biochim Biophys Acta Bioenerg,2020,N/A,N/A,6YXR.cif,emd_10995.map.gz
6ZOO,BCR,ELECTRON MICROSCOPY,2.74,Pisum sativum,3888,EMD-11326,Structure of plant photosystem I-plastocyanin complex reveals strong hydrophobic interactions.,"Caspy, I., Fadeeva, M., Kuhlgert, S., Borovikova-Sheinker, A., Klaiman, D., Masrati, G., Drepper, F., Ben-Tal, N., Hippler, M., Nelson, N.",Biochem.J.,2021,N/A,N/A,6ZOO.cif,emd_11326.map.gz
6ZXS,BCR,X-RAY DIFFRACTION,3.0,Pisum sativum,3888,N/A,Structure of cold grown pea Photosystem I,"Nelson, N., Caspy, I., Subramanyam, R.",To Be Published,N/A,N/A,N/A,6ZXS.cif,N/A
6ZZX,BCR,ELECTRON MICROSCOPY,2.7,Chlorella ohadii,2649997,EMD-11588,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,6ZZX.cif,emd_11588.map.gz
6ZZY,BCR,ELECTRON MICROSCOPY,3.16,Chlorella ohadii,2649997,EMD-11589,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,6ZZY.cif,emd_11589.map.gz
7A4P,BCR,ELECTRON MICROSCOPY,4.2,Chlorella ohadii,2649997,EMD-11640,Cryo-EM photosystem I structure reveals adaptation mechanisms to extreme high light in Chlorella ohadii.,"Caspy, I., Neumann, E., Fadeeva, M., Liveanu, V., Savitsky, A., Frank, A., Kalisman, Y.L., Shkolnisky, Y., Murik, O., Treves, H., Hartmann, V., Nowaczyk, M.M., Schuhmann, W., Rogner, M., Willner, I., Kaplan, A., Schuster, G., Nelson, N., Lubitz, W., Nechushtai, R.",Nat.Plants,2021,N/A,N/A,7A4P.cif,emd_11640.map.gz
7BGI,BCR,ELECTRON MICROSCOPY,2.54,Chlamydomonas reinhardtii,3055,EMD-12180,Dimeric and high-resolution structures of Chlamydomonas Photosystem I from a temperature-sensitive Photosystem II mutant,"Caspy, I., Schwartz, T., Bayro-Kaiser, V., Fadeeva, M., Kessel, A., Ben-Tal, N., Nelson, N.",Commun Biol,2021,N/A,N/A,7BGI.cif,emd_12180.map.gz
7BLX,BCR,ELECTRON MICROSCOPY,3.15,Chlamydomonas reinhardtii,3055,EMD-12227,Dimeric and high-resolution structures of Chlamydomonas Photosystem I from a temperature-sensitive Photosystem II mutant,"Caspy, I., Schwartz, T., Bayro-Kaiser, V., Fadeeva, M., Kessel, A., Ben-Tal, N., Nelson, N.",Commun Biol,2021,N/A,N/A,7BLX.cif,emd_12227.map.gz
7BLZ,BCR,ELECTRON MICROSCOPY,3.1,Cyanidioschyzon merolae strain 10D,280699,EMD-12228,Red alga C.merolae Photosystem I,"Nelson, N., Klaiman, D., Hippler, M.",To Be Published,N/A,N/A,N/A,7BLZ.cif,emd_12228.map.gz
7CJI,BCR,X-RAY DIFFRACTION,2.35,Thermostichus vulcanus,32053,N/A,Capturing structural changes of the S 1 to S 2 transition of photosystem II using time-resolved serial femtosecond crystallography.,"Li, H., Nakajima, Y., Nomura, T., Sugahara, M., Yonekura, S., Chan, S.K., Nakane, T., Yamane, T., Umena, Y., Suzuki, M., Masuda, T., Motomura, T., Naitow, H., Matsuura, Y., Kimura, T., Tono, K., Owada, S., Joti, Y., Tanaka, R., Nango, E., Akita, F., Kubo, M., Iwata, S., Shen, J.R., Suga, M.",Iucrj,2021,N/A,N/A,7CJI.cif,N/A
7CJJ,BCR,X-RAY DIFFRACTION,2.4,Thermostichus vulcanus,32053,N/A,Capturing structural changes of the S 1 to S 2 transition of photosystem II using time-resolved serial femtosecond crystallography.,"Li, H., Nakajima, Y., Nomura, T., Sugahara, M., Yonekura, S., Chan, S.K., Nakane, T., Yamane, T., Umena, Y., Suzuki, M., Masuda, T., Motomura, T., Naitow, H., Matsuura, Y., Kimura, T., Tono, K., Owada, S., Joti, Y., Tanaka, R., Nango, E., Akita, F., Kubo, M., Iwata, S., Shen, J.R., Suga, M.",Iucrj,2021,N/A,N/A,7CJJ.cif,N/A
7COU,BCR,X-RAY DIFFRACTION,2.25,Thermostichus vulcanus,32053,N/A,Capturing structural changes of the S 1 to S 2 transition of photosystem II using time-resolved serial femtosecond crystallography.,"Li, H., Nakajima, Y., Nomura, T., Sugahara, M., Yonekura, S., Chan, S.K., Nakane, T., Yamane, T., Umena, Y., Suzuki, M., Masuda, T., Motomura, T., Naitow, H., Matsuura, Y., Kimura, T., Tono, K., Owada, S., Joti, Y., Tanaka, R., Nango, E., Akita, F., Kubo, M., Iwata, S., Shen, J.R., Suga, M.",Iucrj,2021,N/A,N/A,7COU.cif,N/A
7CZL,BCR,ELECTRON MICROSCOPY,3.78,Thermostichus vulcanus,32053,EMD-30511,Structural insights into a dimeric Psb27-photosystem II complex from a cyanobacterium Thermosynechococcus vulcanus .,"Huang, G., Xiao, Y., Pi, X., Zhao, L., Zhu, Q., Wang, W., Kuang, T., Han, G., Sui, S.F., Shen, J.R.",Proc.Natl.Acad.Sci.USA,2021,N/A,N/A,7CZL.cif,emd_30511.map.gz
7D0J,BCR,ELECTRON MICROSCOPY,3.42,Chlamydomonas reinhardtii,3055,EMD-30536,Structure of photosystem I-LHCI-LHCII from the green alga Chlamydomonas reinhardtii in State 2.,"Huang, Z., Shen, L., Wang, W., Mao, Z., Yi, X., Kuang, T., Shen, J.R., Zhang, X., Han, G.",Nat Commun,2021,N/A,N/A,7D0J.cif,emd_30536.map.gz
7D1T,BCR,ELECTRON MICROSCOPY,1.95,Thermostichus vulcanus,32053,EMD-30547,High-resolution cryo-EM structure of photosystem II reveals damage from high-dose electron beams.,"Kato, K., Miyazaki, N., Hamaguchi, T., Nakajima, Y., Akita, F., Yonekura, K., Shen, J.R.",Commun Biol,2021,N/A,N/A,7D1T.cif,emd_30547.map.gz
7D1U,BCR,ELECTRON MICROSCOPY,2.08,Thermostichus vulcanus,32053,EMD-30548,High-resolution cryo-EM structure of photosystem II reveals damage from high-dose electron beams.,"Kato, K., Miyazaki, N., Hamaguchi, T., Nakajima, Y., Akita, F., Yonekura, K., Shen, J.R.",Commun Biol,2021,N/A,N/A,7D1U.cif,emd_30548.map.gz
7DKZ,BCR,X-RAY DIFFRACTION,2.393,Pisum sativum,3888,N/A,Structure of plant photosystem I-light harvesting complex I supercomplex at 2.4 angstrom resolution.,"Wang, J., Yu, L.J., Wang, W., Yan, Q., Kuang, T., Qin, X., Shen, J.R.",J Integr Plant Biol,2021,N/A,N/A,7DKZ.cif,N/A
7DR0,BCR,ELECTRON MICROSCOPY,3.3,Cyanophora paradoxa,2762,EMD-30820,Structural insights into an evolutionary turning-point of photosystem I from prokaryotes to eukaryotes,"Kato, K., Nagao, R., Ueno, Y., Yokono, M., Suzuki, T., Jiang, T.Y., Dohmae, N., Akita, F., Akimoto, S., Miyazaki, N., Shen, J.R.",Biorxiv,2022,N/A,N/A,7DR0.cif,emd_30820.map.gz
7DR1,BCR,ELECTRON MICROSCOPY,3.2,Cyanophora paradoxa,2762,EMD-30821,Structural insights into an evolutionary turning-point of photosystem I from prokaryotes to eukaryotes,"Kato, K., Nagao, R., Ueno, Y., Yokono, M., Suzuki, T., Jiang, T.Y., Dohmae, N., Akita, F., Akimoto, S., Miyazaki, N., Shen, J.R.",Biorxiv,2022,N/A,N/A,7DR1.cif,emd_30821.map.gz
7DR2,BCR,ELECTRON MICROSCOPY,3.8,Cyanophora paradoxa,2762,EMD-30823,Structural insights into an evolutionary turning-point of photosystem I from prokaryotes to eukaryotes,"Kato, K., Nagao, R., Ueno, Y., Yokono, M., Suzuki, T., Jiang, T.Y., Dohmae, N., Akita, F., Akimoto, S., Miyazaki, N., Shen, J.R.",Biorxiv,2022,N/A,N/A,7DR2.cif,emd_30823.map.gz
7DXA,BCR,ELECTRON MICROSCOPY,3.14,Thermostichus vulcanus,32053,EMD-30902,Structural insights into cyanobacterial photosystem II intermediates associated with Psb28 and Tsl0063.,"Xiao, Y., Huang, G., You, X., Zhu, Q., Wang, W., Kuang, T., Han, G., Sui, S.F., Shen, J.R.",Nat.Plants,2021,N/A,N/A,7DXA.cif,emd_30902.map.gz
7DXH,BCR,ELECTRON MICROSCOPY,3.14,Thermostichus vulcanus,32053,EMD-30909,Structural insights into cyanobacterial photosystem II intermediates associated with Psb28 and Tsl0063.,"Xiao, Y., Huang, G., You, X., Zhu, Q., Wang, W., Kuang, T., Han, G., Sui, S.F., Shen, J.R.",Nat.Plants,2021,N/A,N/A,7DXH.cif,emd_30909.map.gz
7DZ7,BCR,ELECTRON MICROSCOPY,2.84,Chlamydomonas reinhardtii,3055,EMD-30925,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7DZ7.cif,emd_30925.map.gz
7DZ8,BCR,ELECTRON MICROSCOPY,3.16,Chlamydomonas reinhardtii,3055,EMD-30926,Structural basis of LhcbM5-mediated state transitions in green algae.,"Pan, X., Tokutsu, R., Li, A., Takizawa, K., Song, C., Murata, K., Yamasaki, T., Liu, Z., Minagawa, J., Li, M.",Nat.Plants,2021,N/A,N/A,7DZ8.cif,emd_30926.map.gz
7EDA,BCR,ELECTRON MICROSCOPY,2.78,Thermostichus vulcanus,32053,EMD-31062,Cryo-EM structure of monomeric photosystem II at 2.78 angstrom resolution reveals factors important for the formation of dimer.,"Yu, H., Hamaguchi, T., Nakajima, Y., Kato, K., Kawakami, K., Akita, F., Yonekura, K., Shen, J.R.",Biochim Biophys Acta Bioenerg,2021,N/A,N/A,7EDA.cif,emd_31062.map.gz
7EU3,BCR,ELECTRON MICROSCOPY,3.7,Hordeum vulgare,4513; 77009,EMD-31307,Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare.,"Shen, L., Tang, K., Wang, W., Wang, C., Wu, H., Mao, Z., An, S., Chang, S., Kuang, T., Shen, J.R., Han, G., Zhang, X.",Nature,2022,N/A,N/A,7EU3.cif,emd_31307.map.gz
7EW6,BCR,ELECTRON MICROSCOPY,3.4,Hordeum vulgare subsp. spontaneum,77009,EMD-31348,Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare.,"Shen, L., Tang, K., Wang, W., Wang, C., Wu, H., Mao, Z., An, S., Chang, S., Kuang, T., Shen, J.R., Han, G., Zhang, X.",Nature,2022,N/A,N/A,7EW6.cif,emd_31348.map.gz
7EWK,BCR,ELECTRON MICROSCOPY,3.88,Hordeum vulgare subsp. spontaneum,4513; 77009,EMD-31350,Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare.,"Shen, L., Tang, K., Wang, W., Wang, C., Wu, H., Mao, Z., An, S., Chang, S., Kuang, T., Shen, J.R., Han, G., Zhang, X.",Nature,2022,N/A,N/A,7EWK.cif,emd_31350.map.gz
7F4V,BCR,ELECTRON MICROSCOPY,2.04,Gloeobacter violaceus PCC 7421,251221,EMD-31455,Structural basis for the absence of low-energy chlorophylls responsible for photoprotection from a primitive cyanobacterial PSI,"Kato, K., Hamaguchi, T., Nagao, R., Kawakami, K., Ueno, Y., Suzuki, T., Uchida, H., Murakami, A., Nakajima, Y., Yokono, M., Akimoto, S., Dohmae, N., Yonekura, K., Shen, J.R.",Biorxiv,2022,N/A,N/A,7F4V.cif,emd_31455.map.gz
7F9O,BCR,ELECTRON MICROSCOPY,4.5,Hordeum vulgare subsp. spontaneum,77009,EMD-31498,Architecture of the chloroplast PSI-NDH supercomplex in Hordeum vulgare.,"Shen, L., Tang, K., Wang, W., Wang, C., Wu, H., Mao, Z., An, S., Chang, S., Kuang, T., Shen, J.R., Han, G., Zhang, X.",Nature,2022,N/A,N/A,7F9O.cif,emd_31498.map.gz
7FIX,BCR,ELECTRON MICROSCOPY,1.97,Thermosynechococcus vestitus BP-1,197221,EMD-31605,Structure of cyanobacterial photosystem I complexed with ferredoxin at 1.97 angstrom resolution.,"Li, J., Hamaoka, N., Makino, F., Kawamoto, A., Lin, Y., Rogner, M., Nowaczyk, M.M., Lee, Y.H., Namba, K., Gerle, C., Kurisu, G.",Commun Biol,2022,N/A,N/A,7FIX.cif,emd_31605.map.gz
7KSQ,BCR,ELECTRON MICROSCOPY,2.8,Physcomitrium patens,3218,EMD-23023,The structure of the Physcomitrium patens photosystem I reveals a unique Lhca2 paralogue replacing Lhca4.,"Gorski, C., Riddle, R., Toporik, H., Da, Z., Dobson, Z., Williams, D., Mazor, Y.",Nat.Plants,2022,N/A,N/A,7KSQ.cif,emd_23023.map.gz
7KU5,BCR,ELECTRON MICROSCOPY,3.76,Physcomitrium patens,3218,EMD-23034,The structure of the Physcomitrium patens photosystem I reveals a unique Lhca2 paralogue replacing Lhca4.,"Gorski, C., Riddle, R., Toporik, H., Da, Z., Dobson, Z., Williams, D., Mazor, Y.",Nat.Plants,2022,N/A,N/A,7KU5.cif,emd_23034.map.gz
7KUX,BCR,ELECTRON MICROSCOPY,2.8,Physcomitrium patens,3218,EMD-23040,The structure of the Physcomitrium patens photosystem I reveals a unique Lhca2 paralogue replacing Lhca4.,"Gorski, C., Riddle, R., Toporik, H., Da, Z., Dobson, Z., Williams, D., Mazor, Y.",Nat.Plants,2022,N/A,N/A,7KUX.cif,emd_23040.map.gz
7LX0,BCR,ELECTRON MICROSCOPY,2.96,Fischerella thermalis PCC 7521,98439,EMD-23563,Quantitative assessment of chlorophyll types in cryo-EM maps of photosystem I acclimated to far-red light,"Gisriel, C.J., Huang, H.L., Reiss, K.M., Flesher, D.A., Batista, V.S., Bryant, D.A., Brudvig, G.W., Wang, J.",BBA Adv,2021,N/A,N/A,7LX0.cif,emd_23563.map.gz
7M75,BCR,X-RAY DIFFRACTION,2.75,Thermosynechococcus vestitus BP-1,197221,N/A,Room temperature XFEL crystallography reveals asymmetry in the vicinity of the two phylloquinones in photosystem I.,"Keable, S.M., Kolsch, A., Simon, P.S., Dasgupta, M., Chatterjee, R., Subramanian, S.K., Hussein, R., Ibrahim, M., Kim, I.S., Bogacz, I., Makita, H., Pham, C.C., Fuller, F.D., Gul, S., Paley, D., Lassalle, L., Sutherlin, K.D., Bhowmick, A., Moriarty, N.W., Young, I.D., Blaschke, J.P., de Lichtenberg, C., Chernev, P., Cheah, M.H., Park, S., Park, G., Kim, J., Lee, S.J., Park, J., Tono, K., Owada, S., Hunter, M.S., Batyuk, A., Oggenfuss, R., Sander, M., Zerdane, S., Ozerov, D., Nass, K., Lemke, H., Mankowsky, R., Brewster, A.S., Messinger, J., Sauter, N.K., Yachandra, V.K., Yano, J., Zouni, A., Kern, J.",Sci Rep,2021,N/A,N/A,7M75.cif,N/A
7M76,BCR,X-RAY DIFFRACTION,3.0,Thermosynechococcus vestitus BP-1,197221,N/A,Room temperature XFEL crystallography reveals asymmetry in the vicinity of the two phylloquinones in photosystem I.,"Keable, S.M., Kolsch, A., Simon, P.S., Dasgupta, M., Chatterjee, R., Subramanian, S.K., Hussein, R., Ibrahim, M., Kim, I.S., Bogacz, I., Makita, H., Pham, C.C., Fuller, F.D., Gul, S., Paley, D., Lassalle, L., Sutherlin, K.D., Bhowmick, A., Moriarty, N.W., Young, I.D., Blaschke, J.P., de Lichtenberg, C., Chernev, P., Cheah, M.H., Park, S., Park, G., Kim, J., Lee, S.J., Park, J., Tono, K., Owada, S., Hunter, M.S., Batyuk, A., Oggenfuss, R., Sander, M., Zerdane, S., Ozerov, D., Nass, K., Lemke, H., Mankowsky, R., Brewster, A.S., Messinger, J., Sauter, N.K., Yachandra, V.K., Yano, J., Zouni, A., Kern, J.",Sci Rep,2021,N/A,N/A,7M76.cif,N/A
7M78,BCR,X-RAY DIFFRACTION,3.0,Thermosynechococcus vestitus BP-1,197221,N/A,Room temperature XFEL crystallography reveals asymmetry in the vicinity of the two phylloquinones in photosystem I.,"Keable, S.M., Kolsch, A., Simon, P.S., Dasgupta, M., Chatterjee, R., Subramanian, S.K., Hussein, R., Ibrahim, M., Kim, I.S., Bogacz, I., Makita, H., Pham, C.C., Fuller, F.D., Gul, S., Paley, D., Lassalle, L., Sutherlin, K.D., Bhowmick, A., Moriarty, N.W., Young, I.D., Blaschke, J.P., de Lichtenberg, C., Chernev, P., Cheah, M.H., Park, S., Park, G., Kim, J., Lee, S.J., Park, J., Tono, K., Owada, S., Hunter, M.S., Batyuk, A., Oggenfuss, R., Sander, M., Zerdane, S., Ozerov, D., Nass, K., Lemke, H., Mankowsky, R., Brewster, A.S., Messinger, J., Sauter, N.K., Yachandra, V.K., Yano, J., Zouni, A., Kern, J.",Sci Rep,2021,N/A,N/A,7M78.cif,N/A
7N8O,BCR,ELECTRON MICROSCOPY,1.93,Synechocystis sp. PCC 6803 substr. Kazusa,1111708,EMD-24239,"High-resolution cryo-electron microscopy structure of photosystem II from the mesophilic cyanobacterium, Synechocystis sp. PCC 6803.","Gisriel, C.J., Wang, J., Liu, J., Flesher, D.A., Reiss, K.M., Huang, H.L., Yang, K.R., Armstrong, W.H., Gunner, M.R., Batista, V.S., Debus, R.J., Brudvig, G.W.",Proc.Natl.Acad.Sci.USA,2022,N/A,N/A,7N8O.cif,emd_24239.map.gz
7NHO,BCR,ELECTRON MICROSCOPY,2.66,Thermosynechococcus vestitus BP-1,197221,EMD-12335,Structural insights into photosystem II assembly.,"Zabret, J., Bohn, S., Schuller, S.K., Arnolds, O., Moller, M., Meier-Credo, J., Liauw, P., Chan, A., Tajkhorshid, E., Langer, J.D., Stoll, R., Krieger-Liszkay, A., Engel, B.D., Rudack, T., Schuller, J.M., Nowaczyk, M.M.",Nat.Plants,2021,N/A,N/A,7NHO.cif,emd_12335.map.gz
7NHP,BCR,ELECTRON MICROSCOPY,2.72,Thermosynechococcus vestitus BP-1,197221,EMD-12336,Structural insights into photosystem II assembly.,"Zabret, J., Bohn, S., Schuller, S.K., Arnolds, O., Moller, M., Meier-Credo, J., Liauw, P., Chan, A., Tajkhorshid, E., Langer, J.D., Stoll, R., Krieger-Liszkay, A., Engel, B.D., Rudack, T., Schuller, J.M., Nowaczyk, M.M.",Nat.Plants,2021,N/A,N/A,7NHP.cif,emd_12336.map.gz
7NHQ,BCR,ELECTRON MICROSCOPY,2.68,Thermosynechococcus vestitus BP-1,197221,EMD-12337,Structural insights into photosystem II assembly.,"Zabret, J., Bohn, S., Schuller, S.K., Arnolds, O., Moller, M., Meier-Credo, J., Liauw, P., Chan, A., Tajkhorshid, E., Langer, J.D., Stoll, R., Krieger-Liszkay, A., Engel, B.D., Rudack, T., Schuller, J.M., Nowaczyk, M.M.",Nat.Plants,2021,N/A,N/A,7NHQ.cif,emd_12337.map.gz
7O1V,BCR,ELECTRON MICROSCOPY,4.31,Synechocystis sp. PCC 6803 substr. Kazusa,1111708,EMD-12697,Two-Dimensional Electronic Spectroscopy of a Minimal Photosystem I Complex Reveals the Rate of Primary Charge Separation.,"Akhtar, P., Caspy, I., Nowakowski, P.J., Malavath, T., Nelson, N., Tan, H.S., Lambrev, P.H.",J.Am.Chem.Soc.,2021,N/A,N/A,7O1V.cif,emd_12697.map.gz
7OUI,BCR,ELECTRON MICROSCOPY,2.79,Arabidopsis thaliana,3702,EMD-13078,High-resolution model of Arabidopsis Photosystem II reveals the structural consequences of digitonin-extraction.,"Graca, A.T., Hall, M., Persson, K., Schroder, W.P.",Sci Rep,2021,N/A,N/A,7OUI.cif,emd_13078.map.gz
7PI0,BCR,ELECTRON MICROSCOPY,2.43,Dunaliella salina,3046,EMD-13429,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PI0.cif,emd_13429.map.gz
7PI5,BCR,ELECTRON MICROSCOPY,2.78,Dunaliella salina,3046,EMD-13430,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PI5.cif,emd_13430.map.gz
7PIN,BCR,ELECTRON MICROSCOPY,3.6,Dunaliella salina,3046,EMD-13444,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PIN.cif,emd_13444.map.gz
7PIW,BCR,ELECTRON MICROSCOPY,4.0,Dunaliella salina,3046,EMD-13455,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PIW.cif,emd_13455.map.gz
7PNK,BCR,ELECTRON MICROSCOPY,3.61,Dunaliella salina,3046,EMD-13548,Structure of Dunaliella Photosystem II reveals conformational flexibility of stacked and unstacked supercomplexes.,"Caspy, I., Fadeeva, M., Mazor, Y., Nelson, N.",Elife,2023,N/A,N/A,7PNK.cif,emd_13548.map.gz
7QCO,BCR,ELECTRON MICROSCOPY,3.7,Chroococcidiopsis sp. TS-821,1378066,EMD-13898,"Cryo-EM structure of a tetrameric photosystem I from Chroococcidiopsis TS-821, a thermophilic, unicellular, non-heterocyst-forming cyanobacterium.","Semchonok, D.A., Mondal, J., Cooper, C.J., Schlum, K., Li, M., Amin, M., Sorzano, C.O.S., Ramirez-Aportela, E., Kastritis, P.L., Boekema, E.J., Guskov, A., Bruce, B.D.",Plant Commun.,2022,N/A,N/A,7QCO.cif,emd_13898.map.gz
